Id,FreePass
02/4981,True
02/1159,True
04/2997,True
01/0947,False
01/3125,False
01/7492,False
02/2715,False
01/2984,False
01/5969,True
01/0739,False
01/7363,True
01/3007,False
01/8286,True
01/4612,True
01/0609,False
01/0436,True
01/4923,True
01/6323,False
07/4661,False
01/6782,False
02/2508,True
01/6240,True
01/6983,True
01/5106,True
01/0844,True
01/1182,True
02/3407,False
01/3807,True
01/2839,True
03/3292,True
01/0256,True
01/1219,False
01/0278,False
01/4135,False
01/2292,True
02/5856,True
01/9235,False
01/3925,False
01/0741,True
01/0170,False
01/4912,False
01/5030,False
01/1171,False
02/0419,True
01/8846,False
01/1730,False
05/0220,False
01/4694,False
01/4419,False
01/0057,True
01/4744,True
06/3008,True
01/0788,False
01/2118,True
03/2272,True
01/8459,True
01/7824,False
01/0048,True
02/5921,False
01/1489,False
01/0091,True
03/5367,True
01/2976,True
01/1292,True
01/3301,True
01/8683,False
01/5994,False
01/4941,False
01/2668,False
02/3494,True
02/2355,True
01/3072,True
03/0461,True
04/6971,True
02/3601,True
04/4592,True
01/3967,False
02/7993,True
01/3292,True
01/8383,True
04/8961,False
02/1811,True
01/4936,False
01/0324,True
01/7907,True
01/8775,True
01/0400,True
01/8595,True
01/4796,False
01/6192,False
02/8366,True
01/8011,True
01/9019,False
04/6744,True
02/4219,False
02/0636,False
01/9153,False
01/1222,False
01/2440,False
01/1003,True
02/3561,False
02/5033,False
01/2090,False
01/8052,False
02/3450,False
02/3544,False
01/0440,False
03/1748,True
05/1829,True
01/5478,False
02/1473,False
01/1454,False
01/8482,True
01/8233,False
01/8269,True
01/2301,True
01/2439,False
01/7725,True
01/2412,True
03/6119,True
02/6032,False
01/4042,True
01/8229,True
01/4032,True
02/8060,True
01/4208,False
02/3244,True
06/0495,False
01/5199,True
02/1075,True
01/7311,False
01/0738,False
01/7978,False
02/5131,True
07/1148,True
01/3785,True
01/4826,True
01/8268,True
02/7740,False
01/1657,False
01/4579,True
01/7652,True
04/8147,True
01/1320,True
01/7381,True
01/8672,False
03/0620,False
01/3729,True
01/0811,False
01/4271,True
01/4877,False
02/6305,False
01/2250,False
01/8903,False
02/7678,True
01/8335,False
01/5771,True
01/8255,False
01/0119,False
03/5142,True
01/7019,False
01/1453,False
01/1242,True
01/3051,False
02/3703,False
03/6748,False
01/4860,False
01/3738,True
07/0717,True
01/3093,False
01/4693,False
01/7873,False
01/1769,True
01/5502,False
01/4509,False
01/8474,False
02/2274,True
01/4301,True
08/1072,True
03/3337,False
01/6053,False
01/5737,True
02/6934,False
01/3455,True
03/1301,True
02/3341,False
03/3361,True
01/4733,True
01/5018,True
01/3733,False
02/6363,True
01/8670,True
01/3469,True
01/1918,True
01/3955,True
02/0557,True
01/2183,False
05/5090,False
01/9029,True
08/9081,True
04/4176,False
01/3952,False
01/4587,False
04/2307,True
02/6428,True
01/6063,True
03/0108,True
01/5578,True
01/4254,True
01/6838,True
01/0150,True
02/8204,True
01/4792,True
01/8862,True
06/0992,True
02/0465,False
01/4304,False
01/3486,False
02/1211,True
01/4178,False
01/3827,False
01/8756,False
01/3193,False
02/0247,True
02/9073,True
01/3920,False
01/0110,False
01/2871,True
02/3552,True
01/7762,False
01/0569,False
01/8993,False
02/2630,True
01/9035,False
03/2558,False
01/4014,False
01/0972,False
01/4221,True
01/3646,False
04/6111,True
01/7699,True
01/4138,False
01/7321,True
01/6913,True
01/8599,True
01/1357,True
01/0031,False
01/3204,False
01/8828,False
01/7692,False
02/7556,True
01/2609,True
03/7998,True
01/0410,False
01/8524,True
02/4390,True
04/8796,True
01/0342,True
02/8272,True
01/1402,True
01/0605,False
01/5276,False
01/9244,True
02/3732,False
01/4297,False
02/2867,False
02/6850,True
04/6139,True
04/0228,False
01/3926,False
01/1496,True
02/8836,True
01/4518,False
01/0666,True
01/6822,False
01/3890,True
01/3771,False
02/3104,True
01/8507,False
01/6170,False
01/6740,False
01/6194,True
01/4764,False
01/0973,False
01/5726,True
03/6662,True
01/2565,True
01/1007,False
01/8924,True
03/6490,True
01/2050,False
01/4911,False
02/4182,False
01/4333,False
01/8430,True
05/6443,False
01/7651,True
08/8728,False
01/6936,True
01/9241,False
01/7000,True
01/5713,False
02/7423,True
01/2549,False
01/1000,False
03/5873,False
01/7987,False
01/6067,False
01/8475,True
01/3447,True
04/2892,False
01/3567,False
01/1853,True
02/8027,False
01/0707,True
01/7672,False
02/6295,True
01/5351,False
01/3869,True
01/2089,False
01/3593,True
01/2371,False
01/8960,True
01/0237,True
01/5397,True
01/1145,True
01/1857,False
01/5466,True
01/8298,True
01/1153,True
01/2438,True
02/0964,True
02/0498,True
01/8415,False
05/5466,False
01/7212,True
01/0375,False
01/7237,True
01/3086,False
01/7552,False
01/8473,False
03/2234,False
01/7390,False
02/6081,False
02/2036,False
01/6916,True
01/2857,False
01/3778,False
02/8181,False
01/8861,True
02/1262,False
07/6334,True
02/5927,False
07/2384,True
01/7485,False
02/9212,True
01/7110,False
01/0767,False
01/2981,True
02/5060,True
02/3609,False
01/7117,True
01/0835,False
02/2338,False
01/0074,True
01/8237,False
01/0902,False
01/7062,False
01/1079,False
01/0490,True
01/0479,True
01/3752,False
04/9227,True
02/5447,False
01/3271,True
01/3174,False
02/3323,True
01/8403,True
01/4984,False
01/3692,False
01/1797,True
01/6415,True
01/0713,False
02/2795,False
03/2487,False
01/8610,True
02/7103,True
01/2729,True
01/3283,False
01/4136,True
01/9213,False
01/5827,False
01/1536,True
01/4633,False
01/3413,True
01/6278,True
01/2649,False
01/7791,False
01/1257,True
01/3190,False
01/8234,False
01/3534,False
01/1447,False
01/1691,False
01/6373,False
01/2338,True
01/4970,False
01/2563,True
01/2663,False
02/4378,False
01/2158,False
01/4714,True
01/5146,False
01/0300,False
02/2096,False
01/5064,False
02/3928,True
01/8528,False
02/0108,False
02/0652,False
03/4732,True
01/6829,True
01/9191,True
01/7372,False
01/2803,True
01/2752,False
01/0786,True
01/1881,True
01/9188,True
01/8806,False
01/2812,False
01/1224,True
02/8694,False
01/1460,True
02/9146,False
01/8135,True
01/1883,True
02/7837,True
01/9039,True
03/4172,True
01/8742,False
01/1137,False
01/1722,False
02/0584,False
01/6153,True
01/0568,True
01/6933,True
01/4011,True
05/7219,True
01/7460,False
02/4923,True
01/4368,True
03/6577,True
03/6672,False
01/3184,True
01/5186,False
01/6818,True
01/2123,True
01/0017,True
01/2476,False
01/1487,True
05/3850,True
01/4393,True
01/3342,True
01/7077,True
01/9071,False
01/2175,True
01/1469,False
02/8729,False
06/8770,True
01/2541,False
02/0358,True
01/7607,False
01/7440,False
01/0514,True
01/2218,False
02/3688,True
01/2047,True
01/6820,False
01/1329,False
01/7203,False
02/6402,True
01/5945,True
05/5885,True
01/5306,False
01/1715,True
01/6368,False
01/4397,True
01/4447,True
01/0289,True
01/4979,True
01/5279,False
01/1297,True
01/2911,True
01/5976,False
01/0040,False
01/4431,True
01/6708,True
01/8547,False
01/4917,True
04/3601,True
01/0507,False
01/5773,True
01/4939,True
01/3144,False
01/3247,False
03/2637,True
04/5024,False
02/6988,True
01/9133,True
01/5081,True
02/6617,True
04/5812,True
02/4901,False
01/6366,False
08/6986,True
03/4128,True
03/9227,True
01/4995,False
01/1737,False
01/2885,False
01/8878,False
01/6008,False
01/2980,False
02/3713,True
01/8108,True
01/7809,True
03/3008,True
01/6710,True
01/3128,False
01/4989,False
01/7498,False
01/0913,False
01/3914,False
01/8852,True
02/9187,False
01/5188,False
01/3059,True
01/5602,True
01/7016,True
01/5261,True
01/4496,True
02/1027,False
03/5112,True
01/1837,True
02/2143,True
01/0103,False
03/8989,True
02/2768,True
01/3203,True
01/7553,False
02/0064,True
01/5504,True
01/6804,False
01/3153,False
01/4107,False
02/2693,False
01/6624,False
01/4219,True
02/7096,False
01/0501,False
03/7872,False
01/2931,True
01/1511,True
01/2865,False
02/6741,False
01/0124,True
02/1581,True
05/6302,True
03/1689,True
01/3630,False
01/9074,True
01/7602,True
02/0368,True
01/1123,False
01/0055,False
01/7748,False
01/9228,False
02/2344,True
01/1424,True
01/0642,True
02/1783,True
01/3737,False
01/0011,False
03/9162,False
01/6158,True
01/0259,True
04/4774,True
03/5188,True
01/0639,False
01/4679,False
01/7805,False
01/8682,False
02/4166,True
01/6011,False
01/7073,True
03/3279,True
01/6140,False
01/6316,False
01/9105,True
01/4012,True
01/6146,True
01/7175,False
01/8172,True
01/8419,True
01/1029,True
01/0226,True
01/1160,False
01/3222,False
02/4168,False
01/6214,False
01/9173,False
01/9195,True
01/8437,False
01/3687,True
01/3440,False
01/6314,False
03/6665,True
01/3922,True
02/1590,False
06/4639,True
01/1671,False
06/3368,False
01/2465,False
01/4102,True
01/5525,False
02/4728,True
01/1335,True
01/8113,True
02/4776,False
01/8375,False
01/2586,True
01/5366,True
01/5304,False
01/3433,False
01/0743,True
01/3074,True
01/6191,True
01/7104,False
02/1669,True
02/5842,True
03/4359,False
01/4183,False
01/3279,True
01/2391,False
01/5050,False
04/4632,False
01/0458,True
01/0583,True
01/1006,False
05/6111,False
01/2854,False
04/3995,False
01/7530,True
01/2709,True
01/6466,False
01/4303,True
01/6439,True
01/4719,True
06/5814,False
01/1507,True
01/3038,False
01/8790,True
03/4482,True
01/8394,False
02/4738,False
01/4077,False
02/2532,True
01/1493,False
01/6734,True
01/0072,False
01/5241,False
01/6476,False
01/7949,False
01/1740,True
01/1498,False
01/5837,True
01/3901,True
01/5540,False
01/3241,True
01/5034,False
05/0770,True
01/0265,True
01/0920,False
02/1125,True
01/3623,False
02/2719,True
02/3245,False
01/7236,True
03/2215,True
02/5698,False
03/7186,False
01/0703,True
01/7054,True
01/1310,False
01/4481,False
08/4256,False
01/8902,True
01/4094,False
05/0652,True
01/4829,False
01/0892,True
01/6319,True
01/2594,True
01/1767,True
01/4497,True
01/2037,True
01/5566,True
01/4512,False
02/4655,True
02/2868,True
01/3644,True
01/6299,True
03/0863,True
02/6261,True
01/7638,True
01/8431,True
01/4921,False
01/6999,False
03/2730,True
02/6151,True
01/6289,False
01/6598,True
01/5316,True
01/5017,True
01/6116,False
01/6475,True
01/1614,False
02/0119,True
01/3029,False
02/8574,False
02/2356,True
02/0245,False
01/6263,True
01/7474,True
04/4582,True
01/8100,False
02/5957,True
01/0224,False
01/3849,False
02/5961,True
02/3021,False
02/6525,True
01/0727,False
01/6231,True
01/2678,False
01/2398,False
02/0175,False
01/2049,True
02/4705,False
01/4853,True
01/2487,True
02/0731,False
01/5290,False
01/8043,True
01/8784,False
02/0772,True
02/8125,True
01/9061,False
01/2306,True
01/8568,True
03/7353,False
02/8052,False
05/9074,True
01/4575,False
01/8797,False
02/2625,False
01/8041,False
01/2817,False
01/0028,False
01/7950,True
01/2127,False
01/2620,True
01/3392,True
02/6449,False
01/1867,True
01/8701,False
01/3560,False
04/6028,True
01/6223,False
01/5616,False
05/4663,True
01/0520,False
01/7604,True
01/1495,False
01/7850,True
01/8448,True
01/5893,False
02/7240,False
02/8778,True
04/3078,False
01/9154,True
01/8059,False
01/9075,False
01/2461,True
01/4478,False
02/3437,True
01/8596,True
01/2968,True
01/6661,False
01/0331,False
01/5116,True
01/5885,False
01/2056,True
01/1973,True
01/5489,True
01/7669,False
01/0697,False
01/3619,False
02/6267,False
04/2589,False
01/0364,False
02/4855,True
05/1118,False
02/2904,True
01/0337,True
01/5153,True
01/4975,True
01/1086,True
01/3677,False
01/1787,False
01/2377,True
01/4369,True
02/2995,True
02/8036,False
02/4539,True
01/7070,True
01/3361,True
01/5389,False
01/4287,False
03/3966,True
02/0339,False
01/2007,True
01/2203,False
01/2473,False
01/5895,False
01/4692,False
01/2629,False
03/1603,True
07/3659,True
02/1144,False
01/6876,False
03/7629,True
01/2457,True
02/8465,True
01/5054,False
02/2388,True
01/8632,True
01/8086,True
02/8440,True
01/7567,True
01/5399,False
01/8252,False
03/2023,True
01/5051,False
01/3561,True
03/3236,False
02/6997,False
01/1905,False
01/8411,True
01/5880,True
01/6450,False
04/6734,True
01/1445,False
01/5683,False
01/6650,False
01/4757,False
01/2097,True
01/3874,False
01/2555,True
01/0456,False
01/1563,True
02/2301,True
01/2018,True
01/1115,True
02/0922,False
06/9074,True
01/6526,True
01/6333,False
02/5601,True
01/1764,True
02/6168,True
02/1717,False
01/4503,False
02/4625,True
01/5924,False
01/8322,False
01/1210,True
01/7394,False
01/6103,True
01/4346,False
02/8783,True
01/2281,False
03/1500,False
01/0111,True
01/8020,False
01/0405,False
01/8156,False
05/5756,True
01/8551,False
01/1844,False
01/3026,True
01/1712,False
01/3519,False
01/1944,False
01/3886,True
01/0231,False
02/4256,True
01/6209,False
01/4262,True
03/5006,False
01/1573,False
01/5699,False
01/2840,False
01/0548,False
01/0733,False
01/0193,True
05/7650,True
02/8941,False
01/6429,False
02/1353,False
01/0599,True
02/3249,False
01/0038,False
04/3392,True
02/6406,True
02/6005,True
01/1611,True
01/6560,False
01/0994,True
05/5414,True
02/7421,False
01/3031,True
01/3256,True
01/5724,True
01/5547,True
02/0381,True
01/4745,True
02/5662,False
02/4352,True
05/5329,False
01/7264,True
01/5695,True
01/4801,True
07/1072,True
04/3746,True
01/6614,True
02/1478,False
01/4283,False
02/6921,True
01/0509,True
01/8150,True
01/2849,False
01/4622,True
02/7518,False
01/1030,False
01/8965,False
01/4307,True
01/2179,False
01/5111,False
01/1282,True
01/2777,True
01/8578,False
01/0617,False
01/7189,True
01/9008,False
01/6897,False
02/5424,False
02/5072,True
01/3369,False
01/3345,True
01/6927,False
01/3119,False
01/3149,True
01/1807,False
01/2652,False
01/1926,True
01/3633,False
03/3858,False
01/7716,True
03/8793,True
01/5007,False
01/7955,False
03/1183,True
02/6352,True
01/8313,False
06/7597,False
02/0264,True
01/7242,True
01/3545,False
01/8446,False
01/8575,False
01/6487,False
01/9139,False
05/1424,True
03/3513,False
02/1404,False
01/0847,True
01/8216,False
01/2613,False
01/6970,False
01/6548,True
01/8645,False
01/0222,False
02/1106,True
01/8912,True
01/0683,False
01/7571,False
01/5162,True
01/3111,False
01/1854,True
01/6802,True
01/2244,True
01/2087,True
01/1244,True
01/2084,False
02/7557,True
01/5267,False
01/6813,False
01/2280,False
01/4162,True
01/7560,True
01/7075,False
01/1555,False
01/0521,True
04/6708,True
01/2799,False
04/3732,True
01/0437,False
01/7527,False
02/8458,True
02/0982,False
01/6518,True
01/0157,False
02/0615,True
01/1325,True
01/1954,False
01/4789,True
02/3282,True
01/4811,True
01/5748,False
01/9102,True
01/2956,False
02/2794,False
01/8205,False
01/8936,False
01/3284,True
01/6618,True
01/4350,True
01/0805,True
01/5140,True
01/0607,False
01/8107,False
04/4680,False
01/4226,True
01/2622,False
01/0654,True
01/1964,False
01/8934,False
01/4734,False
04/5303,True
01/5218,False
02/7528,True
01/1016,False
01/2277,True
01/3217,False
01/3786,False
01/5530,False
01/2320,False
01/3911,False
02/5810,False
01/0093,False
01/6416,False
02/8092,True
05/0349,False
01/4267,True
01/1803,False
02/6323,True
01/6812,False
01/2651,True
03/1688,True
01/6452,False
01/2157,False
01/1352,False
01/4473,False
01/7844,False
01/9032,True
01/6456,False
04/8168,False
01/5521,False
01/6474,False
01/6536,False
01/2635,False
01/2707,True
01/5175,False
01/1442,True
01/0776,True
02/7934,True
01/6837,True
01/1260,True
01/4742,False
01/1662,False
03/2137,True
01/3277,False
01/7533,True
02/7356,True
01/4700,True
01/2248,False
02/2308,True
01/2327,False
01/3227,False
01/5822,True
01/6296,True
01/5637,False
02/3279,True
01/2486,False
02/3742,True
01/5037,False
01/2498,False
01/7412,True
01/8845,False
01/2960,True
02/3271,False
01/9264,True
01/1705,False
03/7528,False
01/2433,True
01/2450,False
07/4625,True
01/2488,True
01/5996,True
01/4804,False
02/6971,True
01/0270,False
02/2774,False
01/5897,True
01/5240,True
01/0588,True
01/4179,True
01/7935,False
03/0626,True
01/2566,False
03/6332,True
05/0984,False
03/0652,True
01/4716,False
01/5509,True
01/6741,False
02/0274,True
01/7505,False
01/5643,False
04/6468,False
01/2198,True
03/0925,True
02/3622,False
01/2240,True
01/5456,False
02/3382,True
01/4396,False
01/4772,False
01/1399,False
01/7344,False
02/6410,False
02/1588,True
01/2720,False
02/7952,False
01/0202,True
01/6803,False
02/7833,False
01/7695,False
01/6037,True
01/3165,False
02/1130,False
01/5457,False
01/8207,True
01/2723,True
01/1467,False
01/7848,False
01/5196,True
05/7290,False
03/9179,True
01/5629,True
01/3931,False
01/4624,False
01/3450,False
01/5966,True
02/3265,True
01/1289,False
02/7413,True
03/6971,True
01/6291,True
01/1290,False
01/0970,True
02/8525,True
01/7521,False
01/6967,False
02/5056,False
01/2262,False
01/3040,False
01/1897,False
01/4991,False
01/8483,True
01/5373,False
02/1511,True
01/4390,True
02/0099,False
01/6834,True
01/6638,True
01/2631,True
01/5949,False
01/6210,True
01/4987,False
01/3350,True
01/0651,True
01/7792,True
01/1825,False
01/4799,False
01/2634,True
01/8727,False
04/5357,False
01/6261,True
05/4726,False
01/1150,True
01/7564,False
01/7167,True
05/3712,True
02/0461,False
01/3708,True
01/8122,False
01/3408,True
01/3360,False
01/2739,True
02/9094,True
01/3988,False
01/1462,True
04/1507,False
01/4134,True
01/7735,False
01/0446,True
03/9275,True
01/4268,True
01/1709,False
01/2286,False
01/9166,True
01/5883,True
01/6958,False
02/6984,True
02/3476,True
02/8276,True
01/6555,False
01/8793,False
01/4626,True
01/2530,False
01/1878,False
01/3766,True
02/4675,False
01/7958,True
01/7952,False
01/0890,False
01/3544,False
01/1919,False
01/7555,True
01/6562,False
01/8650,True
01/8314,False
02/2168,False
01/8640,False
04/3318,True
01/1440,False
06/1500,True
01/5014,False
01/3198,False
01/5204,False
01/0871,True
01/2607,True
07/4582,False
01/7457,False
02/6346,False
02/9205,True
02/4070,True
02/2477,True
01/8045,True
01/0371,True
01/2156,False
01/1365,False
01/4170,True
01/3377,True
02/5887,False
01/2502,False
01/6268,True
02/1155,True
02/4483,False
01/0078,False
03/8130,True
01/7135,True
01/9177,True
01/5601,True
01/0344,True
01/4869,False
01/0321,True
01/4882,False
01/1368,True
01/7968,False
02/1624,True
01/3418,True
03/1829,True
01/4596,True
01/0041,True
02/3966,False
03/8344,True
02/6983,False
01/5061,True
01/3713,True
03/6446,True
01/0356,True
01/2640,False
01/5709,False
05/6363,False
01/2746,False
01/1953,False
01/7877,False
01/1388,True
01/3272,True
01/6311,True
02/8639,False
01/8939,True
01/9181,False
03/6511,True
03/7830,False
02/2396,True
01/6554,True
01/5143,False
02/6819,True
01/3479,False
01/0721,True
01/0748,True
01/3134,True
01/3541,False
02/1424,True
01/1583,True
02/1959,False
01/3013,False
01/0092,False
01/7464,True
02/8873,False
01/6280,True
01/4515,False
01/2313,False
05/4371,True
01/8844,True
03/1100,False
04/4324,True
01/5310,False
01/2414,False
01/6783,True
01/0618,False
01/5770,True
03/2056,False
03/7584,False
01/9144,True
01/3784,False
02/2562,False
01/7942,False
01/8490,False
03/7541,True
01/0180,False
01/0067,True
02/4180,False
01/6683,True
01/2331,True
01/6469,True
01/1184,True
01/3244,True
01/8879,True
01/3404,True
03/6231,False
01/6318,True
01/4378,False
01/8458,False
01/3810,False
01/3604,True
01/9058,False
03/2794,False
01/5981,False
01/0968,False
01/2202,False
02/6009,False
01/1020,True
01/9103,False
01/3180,False
01/7379,True
01/1604,False
01/4420,False
03/0503,False
01/9200,False
02/6462,False
01/5242,True
02/1568,True
01/0060,False
02/8886,True
01/4532,True
02/0930,True
01/4491,False
01/5112,True
01/1437,False
01/8088,False
01/5281,False
03/8559,True
03/0886,True
01/5445,False
01/7357,True
03/8445,True
01/3088,True
03/8956,False
01/4209,False
01/6557,False
01/9203,True
01/4849,True
06/0571,False
03/5090,False
01/2955,False
01/6699,False
01/0138,True
01/4227,True
01/3703,True
01/4855,True
02/8032,True
01/2713,True
01/7191,False
01/9094,True
01/0558,True
01/9276,True
01/6357,False
01/6176,True
01/5471,True
01/1178,False
01/7022,True
01/4383,True
01/0304,False
01/5228,False
01/6880,False
02/0864,True
01/6150,False
01/2948,True
01/4072,True
01/5796,False
01/6532,False
01/2027,False
02/1580,False
01/2159,True
01/6448,False
01/1069,True
01/3087,False
03/1350,False
05/8793,True
01/1295,False
01/5890,True
02/7130,True
01/3982,False
01/3954,True
01/6254,True
01/4839,False
01/1822,False
01/5384,True
02/8398,True
01/9092,False
03/1741,False
02/1584,True
01/8265,True
02/6111,False
01/1186,True
01/7231,False
01/6835,True
01/2628,True
01/7270,True
02/6175,True
03/3032,True
01/1482,True
04/8605,False
01/6028,False
01/3127,True
01/7761,False
07/0571,True
01/2903,True
01/0448,False
02/3142,False
02/6094,True
03/6111,True
01/6135,False
01/6307,False
01/2623,False
